Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|3|Translated by Shoghi Effendi with the assistance of some English friends
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|416|Know, verily, that an unforeseen calamity followeth you, and grievous retribution awaiteth you. Think not that which ye have committed hath been effaced in My sight. By My beauty! All your doings hath My pen graven with open characters upon tablets of chrysolite. 
Bahá’í|Bahá’u’lláh|The Hidden Words |64|section|417|64
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|418|O Oppressors on Earth! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|419|Withdraw your hands from tyranny, for I have pledged Myself not to forgive any man’s injustice. This is My covenant which I have irrevocably decreed in the preserved tablet and sealed with My seal of glory. 
Bahá’í|Bahá’u’lláh|The Hidden Words |65|section|420|65
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|421|O Rebellious Ones! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|422|My forbearance hath emboldened you and My long-suffering hath made you negligent, in such wise that ye have spurred on the fiery charger of passion into perilous ways that lead unto destruction. Have ye thought Me heedless or that I was unaware? 
Bahá’í|Bahá’u’lláh|The Hidden Words |66|section|423|66
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|424|O Emigrants! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|425|The tongue I have designed for the mention of Me, defile it not with detraction. If the fire of self overcome you, remember your own faults and not the faults of My creatures, inasmuch as every one of you knoweth his own self better than he knoweth others. 
Bahá’í|Bahá’u’lláh|The Hidden Words |67|section|426|67 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|427|O Children of Fancy! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|428|Know, verily, that while the radiant dawn breaketh above the horizon of eternal holiness, the satanic secrets and deeds done in the gloom of night shall be laid bare and manifest before the peoples of the world. 
Bahá’í|Bahá’u’lláh|The Hidden Words |68|section|429|68
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|430|O Weed that Springeth Out of Dust! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|431|Wherefore have not these soiled hands of thine touched first thine own garment, and why with thine heart defiled with desire and passion dost thou seek to commune with Me and to enter My sacred realm? Far, far are ye from that which ye desire. 
Bahá’í|Bahá’u’lláh|The Hidden Words |69|section|432|69
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|433|O Children of Adam! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|434|Holy words and pure and goodly deeds ascend unto the heaven of celestial glory. Strive that your deeds may be cleansed from the dust of self and hypocrisy and find favor at the court of glory; for ere long the assayers of mankind shall, in the holy presence of the Adored One, accept naught but absolute virtue and deeds of stainless purity. This is the daystar of wisdom and of divine mystery that hath shone above the horizon of the divine will. Blessed are they that turn thereunto. 
Bahá’í|Bahá’u’lláh|The Hidden Words |70|section|435|70
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|436|O Son of Worldliness! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|437|Pleasant is the realm of being, wert thou to attain thereto; glorious is the domain of eternity, shouldst thou pass beyond the world of mortality; sweet is the holy ecstasy if thou drinkest of the mystic chalice from the hands of the celestial Youth. Shouldst thou attain this station, thou wouldst be freed from destruction and death, from toil and sin. 
Bahá’í|Bahá’u’lláh|The Hidden Words |71|section|438|71
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|439|O My Friends! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|440|Call ye to mind that covenant ye have entered into with Me upon Mount Párán, situate within the hallowed precincts of Zamán. I have taken to witness the concourse on high and the dwellers in the city of eternity, yet now none do I find faithful unto the covenant. Of a certainty pride and rebellion have effaced it from the hearts, in such wise that no trace thereof remaineth. Yet knowing this, I waited and disclosed it not. 
Bahá’í|Bahá’u’lláh|The Hidden Words |72|section|441|72
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|442|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|443|Thou art even as a finely tempered sword concealed in the darkness of its sheath and its value hidden from the artificer’s knowledge. Wherefore come forth from the sheath of self and desire that thy worth may be made resplendent and manifest unto all the world. 
Bahá’í|Bahá’u’lláh|The Hidden Words |73|section|444|73
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|445|O My Friend! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|446|Thou art the daystar of the heavens of My holiness, let not the defilement of the world eclipse thy splendor. Rend asunder the veil of heedlessness, that from behind the clouds thou mayest emerge resplendent and array all things with the apparel of life. 
Bahá’í|Bahá’u’lláh|The Hidden Words |74|section|447|74
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|448|O Children of Vainglory! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|449|For a fleeting sovereignty ye have abandoned My imperishable dominion, and have adorned yourselves with the gay livery of the world and made of it your boast. By My beauty! All will I gather beneath the one-colored covering of the dust and efface all these diverse colors save them that choose My own, and that is purging from every color. 
Bahá’í|Bahá’u’lláh|The Hidden Words |75|section|450|75
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|451|O Children of Negligence! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|452|Set not your affections on mortal sovereignty and rejoice not therein. Ye are even as the unwary bird that with full confidence warbleth upon the bough; till of a sudden the fowler Death throws it upon the dust, and the melody, the form and the color are gone, leaving not a trace. Wherefore take heed, O bondslaves of desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |76|section|453|76
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|454|O Son of My Handmaid! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|455|Guidance hath ever been given by words, and now it is given by deeds. Everyone must show forth deeds that are pure and holy, for words are the property of all alike, whereas such deeds as these belong only to Our loved ones. Strive then with heart and soul to distinguish yourselves by your deeds. In this wise We counsel you in this holy and resplendent tablet. 
Bahá’í|Bahá’u’lláh|The Hidden Words |77|section|456|77
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|457|O Son of Justice! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|458|In the night-season the beauty of the immortal Being hath repaired from the emerald height of fidelity unto the Sadratu’l-Muntahá, and wept with such a weeping that the concourse on high and the dwellers of the realms above wailed at His lamenting. Whereupon there was asked, Why the wailing and weeping? He made reply: As bidden I waited expectant upon the hill of faithfulness, yet inhaled not from them that dwell on earth the fragrance of fidelity. Then summoned to return I beheld, and lo! certain doves of holiness were sore tried within the claws of the dogs of earth. Thereupon the Maid of heaven hastened forth unveiled and resplendent from Her mystic mansion, and asked of their names, and all were told but one. And when urged, the first letter thereof was uttered, whereupon the dwellers of the celestial chambers rushed forth out of their habitation of glory. And whilst the second letter was pronounced they fell down, one and all, upon the dust. At that moment a voice was heard from the inmost shrine: “Thus far and no farther.” Verily We bear witness to that which they have done and now are doing. 
Bahá’í|Bahá’u’lláh|The Hidden Words |78|section|459|78
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|460|O Son of My Handmaid! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|461|Quaff from the tongue of the merciful the stream of divine mystery, and behold from the dayspring of divine utterance the unveiled splendor of the daystar of wisdom. Sow the seeds of My divine wisdom in the pure soil of the heart, and water them with the waters of certitude, that the hyacinths of knowledge and wisdom may spring up fresh and green from the holy city of the heart. 
Bahá’í|Bahá’u’lláh|The Hidden Words |79|section|462|79
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|463|O Son of Desire! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|464|How long wilt thou soar in the realms of desire? Wings have I bestowed upon thee, that thou mayest fly to the realms of mystic holiness and not the regions of satanic fancy. The comb, too, have I given thee that thou mayest dress My raven locks, and not lacerate My throat. 
Bahá’í|Bahá’u’lláh|The Hidden Words |80|section|465|80 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|466|O My Servants! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|467|Ye are the trees of My garden; ye must give forth goodly and wondrous fruits, that ye yourselves and others may profit therefrom. Thus it is incumbent on every one to engage in crafts and professions, for therein lies the secret of wealth, O men of understanding! For results depend upon means, and the grace of God shall be all-sufficient unto you. Trees that yield no fruit have been and will ever be for the fire. 
Bahá’í|Bahá’u’lláh|The Hidden Words |81|section|468|81 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|469|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|470|The basest of men are they that yield no fruit on earth. Such men are verily counted as among the dead, nay better are the dead in the sight of God than those idle and worthless souls. 
Bahá’í|Bahá’u’lláh|The Hidden Words |82|section|471|82 
Bahá’í|Bahá’u’lláh|The Hidden Words |1|paragraph|472|O My Servant! 
Bahá’í|Bahá’u’lláh|The Hidden Words |2|paragraph|473|The best of men are they that earn a livelihood by their calling and spend upon themselves and upon their kindred for the love of God, the Lord of all worlds.
Bahá’í|Bahá’u’lláh|The Hidden Words |3|paragraph|474|*
Bahá’í|Bahá’u’lláh|The Hidden Words |4|paragraph|475|The mystic and wondrous Bride, hidden ere this beneath the veiling of utterance, hath now, by the grace of God and His divine favor, been made manifest even as the resplendent light shed by the beauty of the Beloved. I bear witness, O friends! that the favor is complete, the argument fulfilled, the proof manifest and the evidence established. Let it now be seen what your endeavors in the path of detachment will reveal. In this wise hath the divine favor been fully vouchsafed unto you and unto them that are in heaven and on earth. All praise to God, the Lord of all Worlds.
